Method,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Run_10,Run_11,Run_12,Run_13,Run_14,Run_15,Run_16,Run_17,Run_18,Run_19,Run_20,Run_21,Run_22,Run_23,Run_24,Run_25,Run_26,Run_27,Run_28,Run_29,Run_30,Run_31,Run_32,Run_33,Run_34,Run_35,Run_36,Run_37,Run_38,Run_39,Run_40,Run_41,Run_42,Run_43,Run_44,Run_45,Run_46,Run_47,Run_48,Run_49,Run_50
three_global_l,0.36,0.6,0.8266666666666667,0.7466666666666667,0.6133333333333333,0.6866666666666666,0.6466666666666666,0.7866666666666666,0.8533333333333334,0.8,0.7266666666666667,0.8733333333333333,0.7333333333333333,0.76,0.7266666666666667,0.8266666666666667,0.6066666666666667,0.72,0.7133333333333334,0.7466666666666667,0.76,0.7466666666666667,0.7866666666666666,0.5466666666666666,0.6866666666666666,0.78,0.8333333333333334,0.8266666666666667,0.7933333333333333,0.72,0.82,0.7933333333333333,0.7666666666666667,0.8333333333333334,0.68,0.8066666666666666,0.64,0.7533333333333333,0.8466666666666667,0.6,0.78,0.6533333333333333,0.7666666666666667,0.6866666666666666,0.8266666666666667,0.88,0.7533333333333333,0.6333333333333333,0.7266666666666667,0.8333333333333334
one_local_one_global_preds_l,0.7266666666666667,0.7666666666666667,0.9066666666666666,0.86,0.9466666666666667,0.8533333333333334,0.56,0.8933333333333333,0.8933333333333333,0.8933333333333333,0.9,0.8866666666666667,0.7866666666666666,0.68,0.76,0.8933333333333333,0.8,0.8666666666666667,0.7866666666666666,0.9066666666666666,0.84,0.8333333333333334,0.7466666666666667,0.68,0.8266666666666667,0.8533333333333334,0.8933333333333333,0.9133333333333333,0.9066666666666666,0.88,0.8266666666666667,0.8666666666666667,0.9333333333333333,0.82,0.7666666666666667,0.8133333333333334,0.9133333333333333,0.72,0.8266666666666667,0.7133333333333334,0.8066666666666666,0.8733333333333333,0.7733333333333333,0.78,0.88,0.8,0.88,0.7,0.8066666666666666,0.9066666666666666
one_local_preds_l,0.7866666666666666,0.8,0.92,0.8666666666666667,0.9466666666666667,0.6866666666666666,0.9,0.9066666666666666,0.8933333333333333,0.9066666666666666,0.9066666666666666,0.8866666666666667,0.8466666666666667,0.76,0.74,0.92,0.72,0.8666666666666667,0.7866666666666666,0.9666666666666667,0.7666666666666667,0.84,0.8533333333333334,0.6733333333333333,0.8333333333333334,0.8733333333333333,0.8933333333333333,0.9133333333333333,0.9066666666666666,0.8733333333333333,0.8266666666666667,0.9,0.94,0.8133333333333334,0.8066666666666666,0.8266666666666667,0.9133333333333333,0.82,0.86,0.5533333333333333,0.8666666666666667,0.8733333333333333,0.78,0.8466666666666667,0.8866666666666667,0.92,0.88,0.8333333333333334,0.7866666666666666,0.8533333333333334
two_local_preds_l,0.7466666666666667,0.8133333333333334,0.8933333333333333,0.9,0.9,0.74,0.9266666666666666,0.8866666666666667,0.88,0.8466666666666667,0.86,0.8533333333333334,0.8133333333333334,0.76,0.7333333333333333,0.92,0.68,0.7066666666666667,0.7666666666666667,0.98,0.7133333333333334,0.8133333333333334,0.8466666666666667,0.6933333333333334,0.9,0.76,0.9133333333333333,0.9,0.9466666666666667,0.8666666666666667,0.8333333333333334,0.9066666666666666,0.9066666666666666,0.8733333333333333,0.8666666666666667,0.8066666666666666,0.8866666666666667,0.7266666666666667,0.8933333333333333,0.6666666666666666,0.8666666666666667,0.8666666666666667,0.8933333333333333,0.8733333333333333,0.8266666666666667,0.8866666666666667,0.86,0.7866666666666666,0.8066666666666666,0.8533333333333334
three_local_preds_l,0.6933333333333334,0.82,0.8,0.8933333333333333,0.8733333333333333,0.7933333333333333,0.9133333333333333,0.8266666666666667,0.8666666666666667,0.8466666666666667,0.8,0.7933333333333333,0.7,0.76,0.64,0.8466666666666667,0.5866666666666667,0.6533333333333333,0.6733333333333333,0.96,0.68,0.8333333333333334,0.8133333333333334,0.72,0.9,0.7,0.84,0.8933333333333333,0.9,0.88,0.86,0.8333333333333334,0.8733333333333333,0.88,0.8533333333333334,0.8066666666666666,0.88,0.6133333333333333,0.9066666666666666,0.64,0.86,0.84,0.8733333333333333,0.88,0.76,0.8533333333333334,0.8533333333333334,0.76,0.7533333333333333,0.84
one_local_preds_l_probs,0.7933333333333333,0.9,0.9133333333333333,0.7666666666666667,0.9466666666666667,0.6866666666666666,0.78,0.8866666666666667,0.8933333333333333,0.9066666666666666,0.92,0.8866666666666667,0.84,0.7533333333333333,0.74,0.92,0.72,0.8666666666666667,0.7866666666666666,0.9666666666666667,0.8466666666666667,0.84,0.8533333333333334,0.6933333333333334,0.96,0.8733333333333333,0.8933333333333333,0.9133333333333333,0.9,0.86,0.84,0.8666666666666667,0.94,0.8133333333333334,0.8066666666666666,0.8333333333333334,0.9133333333333333,0.82,0.9066666666666666,0.5866666666666667,0.88,0.8666666666666667,0.82,0.8933333333333333,0.8866666666666667,0.92,0.82,0.8333333333333334,0.8,0.8666666666666667
two_local_preds_l_probs,0.7733333333333333,0.8866666666666667,0.8866666666666667,0.86,0.9066666666666666,0.7266666666666667,0.8,0.8866666666666667,0.88,0.8466666666666667,0.86,0.8666666666666667,0.82,0.7666666666666667,0.7466666666666667,0.9333333333333333,0.68,0.8066666666666666,0.74,0.9533333333333334,0.8,0.8266666666666667,0.8533333333333334,0.6933333333333334,0.9333333333333333,0.7733333333333333,0.88,0.9066666666666666,0.8933333333333333,0.8733333333333333,0.8333333333333334,0.8533333333333334,0.9066666666666666,0.84,0.8133333333333334,0.7866666666666666,0.8666666666666667,0.7666666666666667,0.9,0.6333333333333333,0.86,0.86,0.8733333333333333,0.88,0.8466666666666667,0.8933333333333333,0.9133333333333333,0.7866666666666666,0.8133333333333334,0.82
three_local_preds_l_probs,0.74,0.86,0.8533333333333334,0.8666666666666667,0.8733333333333333,0.7666666666666667,0.7666666666666667,0.8666666666666667,0.8466666666666667,0.7933333333333333,0.8,0.8466666666666667,0.72,0.78,0.7466666666666667,0.8733333333333333,0.6066666666666667,0.82,0.76,0.9133333333333333,0.7666666666666667,0.8133333333333334,0.7866666666666666,0.72,0.9133333333333333,0.7333333333333333,0.86,0.8933333333333333,0.88,0.84,0.8466666666666667,0.8733333333333333,0.8933333333333333,0.84,0.8266666666666667,0.7866666666666666,0.8733333333333333,0.6933333333333334,0.88,0.6466666666666666,0.8333333333333334,0.8666666666666667,0.8333333333333334,0.88,0.8266666666666667,0.8666666666666667,0.9133333333333333,0.72,0.8066666666666666,0.8266666666666667
one_global_preds_l,0.6066666666666667,0.74,0.6266666666666667,0.78,0.7866666666666666,0.78,0.6333333333333333,0.7066666666666667,0.64,0.6666666666666666,0.6733333333333333,0.7066666666666667,0.4,0.7866666666666666,0.5266666666666666,0.6533333333333333,0.41333333333333333,0.68,0.66,0.7666666666666667,0.84,0.6066666666666667,0.4,0.6066666666666667,0.68,0.44666666666666666,0.7333333333333333,0.7733333333333333,0.8466666666666667,0.86,0.7133333333333334,0.92,0.5666666666666667,0.7,0.6933333333333334,0.7533333333333333,0.8133333333333334,0.3933333333333333,0.8466666666666667,0.64,0.6733333333333333,0.7733333333333333,0.7866666666666666,0.8533333333333334,0.6333333333333333,0.76,0.74,0.7,0.7,0.6866666666666666
two_global_preds_l,0.6066666666666667,0.74,0.86,0.82,0.8733333333333333,0.8733333333333333,0.8066666666666666,0.7466666666666667,0.8866666666666667,0.8466666666666667,0.76,0.7666666666666667,0.6066666666666667,0.7866666666666666,0.6066666666666667,0.8866666666666667,0.5933333333333334,0.72,0.7133333333333334,0.9333333333333333,0.7866666666666666,0.8133333333333334,0.6066666666666667,0.6733333333333333,0.7933333333333333,0.48,0.9,0.7733333333333333,0.78,0.8533333333333334,0.76,0.9266666666666666,0.7066666666666667,0.8266666666666667,0.64,0.7933333333333333,0.8333333333333334,0.7533333333333333,0.9133333333333333,0.7333333333333333,0.84,0.7733333333333333,0.8066666666666666,0.8666666666666667,0.8733333333333333,0.8,0.86,0.72,0.76,0.88
three_global_preds_l,0.43333333333333335,0.74,0.9,0.8533333333333334,0.84,0.8733333333333333,0.7866666666666666,0.8733333333333333,0.86,0.9066666666666666,0.8066666666666666,0.88,0.6933333333333334,0.7466666666666667,0.7133333333333334,0.9,0.6,0.82,0.78,0.9266666666666666,0.78,0.8666666666666667,0.78,0.6733333333333333,0.8533333333333334,0.8333333333333334,0.9,0.8933333333333333,0.78,0.8866666666666667,0.7666666666666667,0.9266666666666666,0.7733333333333333,0.8866666666666667,0.64,0.86,0.86,0.7466666666666667,0.8733333333333333,0.64,0.86,0.8666666666666667,0.8066666666666666,0.8066666666666666,0.9,0.8,0.8866666666666667,0.66,0.8066666666666666,0.9133333333333333
reconstructed_single_concepts,0.7066666666666667,0.5866666666666667,0.7866666666666666,0.7666666666666667,0.64,0.6933333333333334,0.7,0.8133333333333334,0.8533333333333334,0.7933333333333333,0.7866666666666666,0.8866666666666667,0.8333333333333334,0.7333333333333333,0.7466666666666667,0.86,0.7133333333333334,0.7466666666666667,0.6333333333333333,0.7933333333333333,0.74,0.7666666666666667,0.7866666666666666,0.6266666666666667,0.6866666666666666,0.84,0.76,0.7666666666666667,0.8133333333333334,0.6333333333333333,0.7333333333333333,0.7133333333333334,0.8533333333333334,0.6933333333333334,0.7933333333333333,0.8333333333333334,0.7066666666666667,0.74,0.7533333333333333,0.6533333333333333,0.7866666666666666,0.6,0.76,0.7266666666666667,0.7266666666666667,0.8866666666666667,0.7533333333333333,0.8066666666666666,0.7133333333333334,0.8
reconstructed_single_concepts_preds,0.8466666666666667,0.86,0.7533333333333333,0.8733333333333333,0.92,0.72,0.7733333333333333,0.9,0.9,0.9,0.92,0.9066666666666666,0.94,0.8266666666666667,0.7733333333333333,0.9333333333333333,0.9866666666666667,0.9,0.7133333333333334,0.9733333333333334,0.92,0.7666666666666667,0.82,0.7266666666666667,0.92,0.8933333333333333,0.7466666666666667,0.7533333333333333,0.92,0.84,0.76,0.7133333333333334,0.9266666666666666,0.76,0.82,0.8466666666666667,0.9266666666666666,0.9066666666666666,0.86,0.8533333333333334,0.8666666666666667,0.8133333333333334,0.8133333333333334,0.8333333333333334,0.8,0.94,0.8866666666666667,0.9,0.82,0.88
reconstructed_2_concepts,0.7666666666666667,0.58,0.7933333333333333,0.7733333333333333,0.64,0.6466666666666666,0.7333333333333333,0.82,0.8533333333333334,0.8066666666666666,0.7533333333333333,0.88,0.88,0.7866666666666666,0.7266666666666667,0.9,0.7133333333333334,0.7,0.6333333333333333,0.8,0.7333333333333333,0.7466666666666667,0.8666666666666667,0.6533333333333333,0.7066666666666667,0.8533333333333334,0.8066666666666666,0.8266666666666667,0.8266666666666667,0.6666666666666666,0.7933333333333333,0.76,0.86,0.7266666666666667,0.8466666666666667,0.84,0.7066666666666667,0.7466666666666667,0.8333333333333334,0.6933333333333334,0.7866666666666666,0.6266666666666667,0.78,0.7066666666666667,0.8133333333333334,0.8933333333333333,0.7466666666666667,0.8266666666666667,0.6933333333333334,0.84
reconstructed_2_concepts_preds,0.9066666666666666,0.88,0.88,0.9066666666666666,0.8666666666666667,0.7133333333333334,0.7533333333333333,0.8933333333333333,0.9,0.9,0.9533333333333334,0.9133333333333333,0.9466666666666667,0.8666666666666667,0.8066666666666666,0.9733333333333334,0.9866666666666667,0.8533333333333334,0.7266666666666667,0.9666666666666667,0.9,0.8533333333333334,0.8866666666666667,0.6866666666666666,0.94,0.9733333333333334,0.86,0.8266666666666667,0.9333333333333333,0.8733333333333333,0.8066666666666666,0.8,0.92,0.8333333333333334,0.8866666666666667,0.9466666666666667,0.9266666666666666,0.9,0.94,0.8133333333333334,0.8666666666666667,0.8666666666666667,0.8866666666666667,0.8933333333333333,0.8466666666666667,0.96,0.8933333333333333,0.8533333333333334,0.8,0.8933333333333333
reconstructed_3_concepts,0.8133333333333334,0.58,0.7666666666666667,0.7533333333333333,0.6533333333333333,0.6533333333333333,0.6933333333333334,0.8,0.8733333333333333,0.8133333333333334,0.7533333333333333,0.8466666666666667,0.8733333333333333,0.7733333333333333,0.72,0.8933333333333333,0.7133333333333334,0.6933333333333334,0.6466666666666666,0.78,0.7333333333333333,0.7533333333333333,0.86,0.6466666666666666,0.68,0.8733333333333333,0.82,0.8,0.8266666666666667,0.66,0.7733333333333333,0.7466666666666667,0.86,0.74,0.8466666666666667,0.8466666666666667,0.7333333333333333,0.74,0.8266666666666667,0.6933333333333334,0.7733333333333333,0.6333333333333333,0.7533333333333333,0.7133333333333334,0.78,0.86,0.7533333333333333,0.8333333333333334,0.7133333333333334,0.8333333333333334
reconstructed_3_concepts_preds,0.94,0.8933333333333333,0.84,0.8866666666666667,0.88,0.7733333333333333,0.7666666666666667,0.8866666666666667,0.92,0.9333333333333333,0.9133333333333333,0.8933333333333333,0.9533333333333334,0.88,0.7866666666666666,0.98,0.9866666666666667,0.8466666666666667,0.7133333333333334,0.96,0.8866666666666667,0.86,0.8933333333333333,0.6933333333333334,0.9266666666666666,0.94,0.8466666666666667,0.8666666666666667,0.9466666666666667,0.88,0.7866666666666666,0.8,0.9066666666666666,0.8333333333333334,0.9133333333333333,0.9533333333333334,0.94,0.9066666666666666,0.9066666666666666,0.8533333333333334,0.8933333333333333,0.8866666666666667,0.8466666666666667,0.9,0.88,0.9666666666666667,0.9133333333333333,0.8866666666666667,0.82,0.9
reconstructed_all_concepts,0.8333333333333334,0.58,0.7533333333333333,0.8266666666666667,0.6733333333333333,0.66,0.68,0.84,0.86,0.8133333333333334,0.76,0.8733333333333333,0.8933333333333333,0.7466666666666667,0.7266666666666667,0.9,0.7133333333333334,0.7133333333333334,0.6466666666666666,0.8,0.74,0.76,0.8466666666666667,0.6466666666666666,0.6866666666666666,0.84,0.8066666666666666,0.8266666666666667,0.8133333333333334,0.6466666666666666,0.7533333333333333,0.7333333333333333,0.8466666666666667,0.7733333333333333,0.8533333333333334,0.8533333333333334,0.72,0.74,0.8333333333333334,0.6866666666666666,0.8,0.6133333333333333,0.7733333333333333,0.7266666666666667,0.78,0.86,0.74,0.8333333333333334,0.7066666666666667,0.84
reconstructed_all_concepts_preds,0.9866666666666667,0.8666666666666667,0.8533333333333334,0.96,0.86,0.78,0.7,0.9133333333333333,0.9333333333333333,0.9066666666666666,0.92,0.9066666666666666,0.9733333333333334,0.8533333333333334,0.7933333333333333,0.9866666666666667,0.9866666666666667,0.84,0.74,0.98,0.8933333333333333,0.8666666666666667,0.88,0.68,0.9066666666666666,0.9866666666666667,0.86,0.8933333333333333,0.96,0.8666666666666667,0.7133333333333334,0.76,0.8933333333333333,0.84,0.92,0.9733333333333334,0.9133333333333333,0.9066666666666666,0.94,0.9133333333333333,0.8933333333333333,0.88,0.9066666666666666,0.9666666666666667,0.8533333333333334,0.9666666666666667,0.9133333333333333,0.9133333333333333,0.8133333333333334,0.9066666666666666
label_maps,"{269: 2, 270: 1, 280: 0, 279: 1, 277: 1, 271: 1}","{280: 1, 270: 0, 271: 2, 279: 2, 269: 2, 277: 2}","{277: 2, 279: 0, 270: 1, 269: 0, 280: 2, 271: 1}","{269: 0, 280: 1, 270: 2, 279: 2, 277: 0, 271: 1}","{270: 1, 279: 0, 269: 2, 271: 2, 277: 2, 280: 2}","{269: 2, 279: 0, 280: 1, 271: 0, 270: 2, 277: 1}","{271: 0, 269: 1, 280: 2, 270: 0, 279: 2, 277: 2}","{270: 2, 277: 1, 279: 0, 271: 0, 269: 1, 280: 2}","{271: 1, 280: 2, 277: 0, 270: 0, 279: 2, 269: 1}","{280: 0, 279: 2, 277: 1, 271: 1, 269: 0, 270: 1}","{280: 2, 271: 0, 277: 1, 270: 0, 279: 0, 269: 2}","{279: 0, 270: 2, 280: 1, 277: 1, 269: 1, 271: 0}","{269: 0, 279: 1, 277: 2, 271: 1, 270: 1, 280: 1}","{270: 0, 280: 2, 277: 1, 271: 2, 269: 0, 279: 0}","{271: 2, 269: 1, 277: 0, 270: 0, 279: 1, 280: 2}","{269: 1, 277: 2, 271: 0, 270: 1, 280: 1, 279: 2}","{271: 1, 269: 2, 277: 0, 270: 1, 280: 1, 279: 2}","{277: 0, 280: 1, 271: 2, 279: 1, 269: 1, 270: 2}","{269: 1, 277: 0, 271: 2, 270: 0, 279: 2, 280: 1}","{271: 1, 280: 0, 279: 2, 269: 2, 277: 0, 270: 0}","{280: 2, 277: 0, 279: 1, 269: 0, 270: 0, 271: 2}","{269: 2, 277: 1, 279: 0, 271: 1, 280: 0, 270: 2}","{269: 2, 280: 1, 270: 0, 279: 1, 271: 1, 277: 1}","{277: 1, 271: 2, 279: 0, 269: 2, 280: 2, 270: 1}","{280: 1, 279: 2, 271: 0, 270: 1, 269: 2, 277: 2}","{280: 1, 269: 0, 279: 2, 270: 1, 277: 1, 271: 1}","{277: 2, 279: 0, 280: 1, 270: 2, 269: 1, 271: 0}","{279: 2, 277: 1, 270: 0, 269: 2, 271: 0, 280: 1}","{271: 0, 270: 1, 280: 2, 279: 0, 269: 1, 277: 2}","{269: 2, 270: 0, 271: 1, 279: 2, 280: 2, 277: 0}","{270: 2, 271: 1, 280: 0, 269: 2, 277: 1, 279: 0}","{277: 2, 271: 0, 280: 1, 269: 0, 279: 1, 270: 2}","{271: 0, 280: 2, 277: 1, 279: 0, 269: 1, 270: 1}","{271: 1, 280: 0, 269: 2, 279: 0, 277: 2, 270: 2}","{277: 0, 270: 1, 269: 2, 280: 0, 271: 0, 279: 2}","{269: 0, 279: 1, 280: 2, 271: 0, 277: 0, 270: 2}","{280: 2, 277: 1, 279: 0, 270: 2, 269: 2, 271: 0}","{270: 1, 280: 2, 277: 0, 279: 2, 269: 1, 271: 1}","{279: 1, 277: 0, 269: 2, 270: 0, 271: 0, 280: 1}","{277: 0, 279: 1, 269: 2, 280: 2, 270: 1, 271: 2}","{280: 2, 271: 1, 270: 0, 269: 0, 279: 1, 277: 1}","{270: 0, 269: 2, 277: 1, 279: 0, 280: 2, 271: 2}","{270: 2, 277: 0, 269: 1, 279: 0, 271: 2, 280: 0}","{271: 0, 277: 1, 270: 2, 279: 1, 269: 2, 280: 0}","{269: 1, 270: 0, 271: 2, 279: 0, 280: 1, 277: 2}","{277: 1, 279: 2, 280: 0, 270: 1, 269: 1, 271: 1}","{277: 2, 269: 0, 280: 1, 279: 1, 271: 2, 270: 0}","{271: 0, 277: 1, 269: 2, 270: 0, 280: 2, 279: 0}","{270: 0, 271: 2, 269: 1, 277: 0, 280: 1, 279: 2}","{277: 0, 270: 2, 279: 1, 269: 0, 280: 0, 271: 1}"
