Method,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Run_10,Run_11,Run_12,Run_13,Run_14,Run_15,Run_16,Run_17,Run_18,Run_19,Run_20,Run_21,Run_22,Run_23,Run_24,Run_25,Run_26,Run_27,Run_28,Run_29,Run_30,Run_31,Run_32,Run_33,Run_34,Run_35,Run_36,Run_37,Run_38,Run_39,Run_40,Run_41,Run_42,Run_43,Run_44,Run_45,Run_46,Run_47,Run_48,Run_49,Run_50
two_local_preds_l_probs,0.9,0.7666666666666667,0.8133333333333334,0.8066666666666666,0.7733333333333333,0.7933333333333333,0.8533333333333334,0.7,0.7733333333333333,0.9133333333333333,0.86,0.82,0.7866666666666666,0.6133333333333333,0.8533333333333334,0.82,0.66,0.6933333333333334,0.82,0.88,0.7333333333333333,0.8733333333333333,0.9266666666666666,0.8866666666666667,0.8266666666666667,0.8533333333333334,0.8733333333333333,0.92,0.7733333333333333,0.5333333333333333,0.8133333333333334,0.7,0.8733333333333333,0.8133333333333334,0.8466666666666667,0.9066666666666666,0.8,0.8866666666666667,0.8133333333333334,0.8666666666666667,0.7866666666666666,0.8866666666666667,0.8333333333333334,0.9133333333333333,0.8066666666666666,0.8666666666666667,0.8466666666666667,0.7,0.86,0.7533333333333333
three_local_preds_l_probs,0.8733333333333333,0.7333333333333333,0.76,0.7666666666666667,0.7733333333333333,0.7733333333333333,0.8733333333333333,0.7066666666666667,0.8066666666666666,0.9,0.7933333333333333,0.8066666666666666,0.8,0.66,0.84,0.8,0.66,0.68,0.7733333333333333,0.86,0.7,0.8333333333333334,0.8733333333333333,0.8733333333333333,0.8333333333333334,0.82,0.8333333333333334,0.9133333333333333,0.7533333333333333,0.47333333333333333,0.7666666666666667,0.7133333333333334,0.86,0.76,0.8066666666666666,0.8533333333333334,0.8,0.8466666666666667,0.7733333333333333,0.78,0.78,0.84,0.8066666666666666,0.86,0.7866666666666666,0.8333333333333334,0.8133333333333334,0.7266666666666667,0.8333333333333334,0.76
one_global_preds_l,0.74,0.58,0.5666666666666667,0.7733333333333333,0.7466666666666667,0.6133333333333333,0.6533333333333333,0.8,0.8066666666666666,0.7266666666666667,0.74,0.6866666666666666,0.66,0.5933333333333334,0.7,0.6733333333333333,0.4866666666666667,0.5733333333333334,0.7866666666666666,0.7,0.5866666666666667,0.6133333333333333,0.6533333333333333,0.8333333333333334,0.82,0.66,0.66,0.74,0.8,0.44,0.72,0.66,0.8866666666666667,0.6666666666666666,0.7,0.7733333333333333,0.76,0.7133333333333334,0.7666666666666667,0.6066666666666667,0.8333333333333334,0.78,0.7666666666666667,0.7666666666666667,0.56,0.7733333333333333,0.68,0.7933333333333333,0.8733333333333333,0.68
two_global_preds_l,0.8733333333333333,0.7733333333333333,0.5466666666666666,0.8266666666666667,0.6333333333333333,0.7133333333333334,0.7933333333333333,0.66,0.8066666666666666,0.7066666666666667,0.7533333333333333,0.8333333333333334,0.66,0.5933333333333334,0.6866666666666666,0.7866666666666666,0.5333333333333333,0.6333333333333333,0.82,0.8533333333333334,0.7933333333333333,0.7466666666666667,0.76,0.84,0.8333333333333334,0.7066666666666667,0.76,0.8666666666666667,0.8066666666666666,0.5533333333333333,0.7866666666666666,0.7933333333333333,0.8733333333333333,0.7,0.7666666666666667,0.82,0.76,0.8533333333333334,0.7666666666666667,0.68,0.86,0.9,0.8133333333333334,0.7666666666666667,0.6666666666666666,0.82,0.7933333333333333,0.7666666666666667,0.8866666666666667,0.8266666666666667
three_global_preds_l,0.8733333333333333,0.7733333333333333,0.58,0.84,0.7466666666666667,0.7266666666666667,0.7866666666666666,0.6466666666666666,0.6466666666666666,0.7133333333333334,0.8333333333333334,0.86,0.6266666666666667,0.6133333333333333,0.7,0.7866666666666666,0.6466666666666666,0.6333333333333333,0.7733333333333333,0.8466666666666667,0.7933333333333333,0.7733333333333333,0.82,0.88,0.8333333333333334,0.7533333333333333,0.76,0.9133333333333333,0.8066666666666666,0.6,0.76,0.7133333333333334,0.88,0.7666666666666667,0.8333333333333334,0.8533333333333334,0.76,0.8866666666666667,0.7466666666666667,0.6933333333333334,0.86,0.9266666666666666,0.8333333333333334,0.8333333333333334,0.7266666666666667,0.6933333333333334,0.76,0.7666666666666667,0.88,0.8
reconstructed_single_concepts,0.8533333333333334,0.6466666666666666,0.78,0.7533333333333333,0.7866666666666666,0.7333333333333333,0.8733333333333333,0.8,0.7333333333333333,0.8266666666666667,0.6066666666666667,0.7866666666666666,0.6866666666666666,0.74,0.8533333333333334,0.6666666666666666,0.7466666666666667,0.7133333333333334,0.68,0.7466666666666667,0.78,0.7333333333333333,0.8933333333333333,0.7133333333333334,0.7066666666666667,0.7866666666666666,0.86,0.8533333333333334,0.6466666666666666,0.8133333333333334,0.8,0.74,0.82,0.7,0.7666666666666667,0.84,0.6933333333333334,0.7866666666666666,0.7266666666666667,0.82,0.7733333333333333,0.7333333333333333,0.7666666666666667,0.7466666666666667,0.7866666666666666,0.84,0.7866666666666666,0.7333333333333333,0.7666666666666667,0.76
reconstructed_single_concepts_preds,0.8866666666666667,0.8,0.94,0.82,0.92,0.8866666666666667,0.9333333333333333,0.7866666666666666,0.8666666666666667,0.9133333333333333,0.7533333333333333,0.8466666666666667,0.8066666666666666,0.72,0.9866666666666667,0.7933333333333333,0.7666666666666667,0.7133333333333334,0.7733333333333333,0.8933333333333333,0.9,0.9,0.96,0.96,0.72,0.8666666666666667,0.9333333333333333,0.9666666666666667,0.76,0.8666666666666667,0.7666666666666667,0.7,0.9066666666666666,0.8133333333333334,0.8,0.9333333333333333,0.78,0.7866666666666666,0.8066666666666666,0.9466666666666667,0.8666666666666667,0.8,0.8466666666666667,0.8666666666666667,0.8533333333333334,0.9133333333333333,0.88,0.8933333333333333,0.8266666666666667,0.8733333333333333
reconstructed_2_concepts,0.8533333333333334,0.64,0.8,0.7533333333333333,0.78,0.7466666666666667,0.9066666666666666,0.7533333333333333,0.72,0.8666666666666667,0.6933333333333334,0.84,0.6666666666666666,0.7066666666666667,0.8933333333333333,0.6466666666666666,0.7466666666666667,0.82,0.7,0.74,0.78,0.7933333333333333,0.9066666666666666,0.72,0.7333333333333333,0.8,0.8866666666666667,0.8266666666666667,0.6466666666666666,0.8133333333333334,0.7,0.7866666666666666,0.9,0.6933333333333334,0.7933333333333333,0.7866666666666666,0.6933333333333334,0.82,0.7733333333333333,0.7866666666666666,0.8,0.6666666666666666,0.7733333333333333,0.78,0.72,0.8533333333333334,0.7066666666666667,0.7066666666666667,0.7666666666666667,0.7866666666666666
reconstructed_2_concepts_preds,0.9,0.78,0.9333333333333333,0.8466666666666667,0.9666666666666667,0.8866666666666667,0.94,0.7666666666666667,0.8666666666666667,0.9666666666666667,0.84,0.8866666666666667,0.68,0.7533333333333333,0.9733333333333334,0.8133333333333334,0.8333333333333334,0.86,0.82,0.8866666666666667,0.7666666666666667,0.9733333333333334,0.9733333333333334,0.98,0.7466666666666667,0.8666666666666667,0.9866666666666667,0.9533333333333334,0.7866666666666666,0.8266666666666667,0.96,0.76,0.96,0.8333333333333334,0.7866666666666666,0.92,0.82,0.8466666666666667,0.9066666666666666,0.94,0.88,0.7066666666666667,0.88,0.9133333333333333,0.9066666666666666,0.9266666666666666,0.8533333333333334,0.88,0.84,0.9
reconstructed_3_concepts,0.8133333333333334,0.6466666666666666,0.8133333333333334,0.78,0.7866666666666666,0.7533333333333333,0.92,0.7933333333333333,0.72,0.8533333333333334,0.6866666666666666,0.8,0.6666666666666666,0.7533333333333333,0.8933333333333333,0.6666666666666666,0.7266666666666667,0.8066666666666666,0.6933333333333334,0.74,0.7733333333333333,0.8,0.9133333333333333,0.7266666666666667,0.7266666666666667,0.78,0.8733333333333333,0.86,0.6733333333333333,0.8333333333333334,0.6733333333333333,0.7933333333333333,0.9,0.7066666666666667,0.7733333333333333,0.7933333333333333,0.72,0.8333333333333334,0.7733333333333333,0.7733333333333333,0.82,0.6866666666666666,0.7466666666666667,0.78,0.7466666666666667,0.8666666666666667,0.6933333333333334,0.7133333333333334,0.74,0.7733333333333333
reconstructed_3_concepts_preds,0.8733333333333333,0.7866666666666666,0.9733333333333334,0.86,0.9733333333333334,0.9066666666666666,0.9666666666666667,0.7266666666666667,0.88,0.9666666666666667,0.8333333333333334,0.8733333333333333,0.6666666666666666,0.8266666666666667,0.9733333333333334,0.8066666666666666,0.84,0.9133333333333333,0.8133333333333334,0.8866666666666667,0.84,0.98,0.98,0.9733333333333334,0.74,0.86,0.9866666666666667,0.9866666666666667,0.8,0.8733333333333333,0.96,0.7666666666666667,0.96,0.8733333333333333,0.7666666666666667,0.9266666666666666,0.8333333333333334,0.86,0.8533333333333334,0.94,0.8733333333333333,0.7,0.8666666666666667,0.9266666666666666,0.92,0.9266666666666666,0.8533333333333334,0.9133333333333333,0.8133333333333334,0.8866666666666667
reconstructed_all_concepts,0.8,0.6133333333333333,0.7933333333333333,0.78,0.8,0.7533333333333333,0.9333333333333333,0.7933333333333333,0.74,0.84,0.6866666666666666,0.8133333333333334,0.6933333333333334,0.78,0.88,0.6466666666666666,0.7066666666666667,0.8066666666666666,0.74,0.7333333333333333,0.7866666666666666,0.8,0.92,0.7266666666666667,0.7333333333333333,0.7466666666666667,0.8733333333333333,0.86,0.6666666666666666,0.7466666666666667,0.68,0.7866666666666666,0.9,0.7066666666666667,0.7266666666666667,0.8066666666666666,0.7466666666666667,0.8733333333333333,0.7733333333333333,0.7733333333333333,0.82,0.72,0.76,0.76,0.7533333333333333,0.8933333333333333,0.66,0.74,0.7333333333333333,0.8266666666666667
reconstructed_all_concepts_preds,0.86,0.7666666666666667,0.98,0.8466666666666667,0.9866666666666667,0.96,0.9933333333333333,0.7933333333333333,0.9,0.9533333333333334,0.8333333333333334,0.9,0.6933333333333334,0.8533333333333334,0.9733333333333334,0.8,0.9,0.94,0.8466666666666667,0.8933333333333333,0.88,0.98,0.9733333333333334,0.9866666666666667,0.7466666666666667,0.8266666666666667,0.9866666666666667,0.9866666666666667,0.7933333333333333,0.8666666666666667,0.9666666666666667,0.7733333333333333,0.9733333333333334,0.8733333333333333,0.72,0.94,0.86,0.9133333333333333,0.9066666666666666,0.94,0.8866666666666667,0.7333333333333333,0.9066666666666666,0.9733333333333334,0.9133333333333333,0.9666666666666667,0.82,0.9133333333333333,0.8066666666666666,0.9533333333333334
label_maps,"{1003: 2, 1001: 1, 1005: 0, 1002: 0, 1004: 1, 1006: 0}","{1006: 2, 1002: 1, 1005: 0, 1001: 0, 1003: 2, 1004: 2}","{1006: 2, 1001: 1, 1002: 0, 1003: 2, 1004: 0, 1005: 0}","{1005: 1, 1006: 2, 1004: 0, 1003: 2, 1002: 0, 1001: 1}","{1006: 1, 1004: 2, 1003: 0, 1005: 0, 1002: 0, 1001: 2}","{1001: 0, 1005: 1, 1006: 2, 1004: 1, 1002: 2, 1003: 2}","{1003: 2, 1006: 0, 1001: 1, 1002: 1, 1004: 1, 1005: 1}","{1006: 2, 1003: 1, 1004: 0, 1001: 2, 1005: 2, 1002: 0}","{1002: 0, 1005: 2, 1003: 1, 1004: 2, 1001: 1, 1006: 2}","{1002: 2, 1001: 1, 1004: 0, 1003: 0, 1005: 0, 1006: 0}","{1003: 2, 1006: 0, 1004: 1, 1002: 0, 1005: 1, 1001: 2}","{1004: 1, 1001: 0, 1003: 2, 1005: 2, 1002: 1, 1006: 0}","{1004: 1, 1006: 2, 1002: 0, 1003: 2, 1005: 1, 1001: 2}","{1006: 2, 1001: 0, 1003: 1, 1005: 0, 1002: 1, 1004: 1}","{1005: 0, 1006: 2, 1003: 1, 1001: 0, 1004: 0, 1002: 0}","{1001: 2, 1003: 0, 1006: 1, 1004: 0, 1002: 2, 1005: 1}","{1005: 0, 1004: 2, 1006: 1, 1001: 2, 1002: 1, 1003: 1}","{1005: 0, 1006: 1, 1001: 2, 1003: 1, 1004: 1, 1002: 2}","{1004: 0, 1002: 2, 1001: 1, 1005: 2, 1003: 0, 1006: 1}","{1004: 0, 1006: 1, 1001: 2, 1002: 2, 1003: 1, 1005: 0}","{1002: 1, 1004: 0, 1001: 2, 1005: 2, 1006: 0, 1003: 1}","{1003: 1, 1004: 2, 1001: 0, 1005: 2, 1006: 1, 1002: 1}","{1005: 2, 1001: 1, 1004: 0, 1006: 0, 1002: 0, 1003: 0}","{1006: 1, 1002: 2, 1003: 0, 1001: 0, 1005: 0, 1004: 2}","{1006: 1, 1004: 0, 1002: 2, 1005: 0, 1003: 1, 1001: 1}","{1002: 1, 1004: 0, 1003: 2, 1005: 1, 1001: 0, 1006: 1}","{1001: 1, 1003: 0, 1005: 2, 1002: 0, 1004: 0, 1006: 0}","{1002: 2, 1003: 1, 1006: 0, 1004: 0, 1005: 1, 1001: 1}","{1004: 1, 1005: 2, 1001: 0, 1002: 2, 1006: 2, 1003: 2}","{1006: 2, 1001: 1, 1005: 0, 1002: 1, 1004: 1, 1003: 0}","{1004: 0, 1005: 1, 1002: 2, 1001: 1, 1006: 1, 1003: 0}","{1002: 0, 1004: 1, 1006: 2, 1005: 1, 1001: 1, 1003: 0}","{1002: 2, 1006: 1, 1005: 0, 1001: 0, 1004: 0, 1003: 0}","{1005: 2, 1003: 1, 1004: 0, 1001: 1, 1002: 2, 1006: 0}","{1002: 2, 1004: 0, 1003: 1, 1001: 0, 1006: 1, 1005: 1}","{1004: 2, 1002: 1, 1001: 0, 1003: 1, 1006: 0, 1005: 0}","{1002: 1, 1003: 0, 1006: 2, 1005: 2, 1004: 0, 1001: 2}","{1002: 2, 1005: 0, 1001: 1, 1004: 0, 1003: 0, 1006: 1}","{1002: 0, 1004: 1, 1001: 2, 1006: 0, 1005: 1, 1003: 1}","{1006: 0, 1005: 1, 1001: 2, 1004: 0, 1002: 0, 1003: 2}","{1004: 0, 1002: 1, 1006: 2, 1001: 1, 1005: 0, 1003: 2}","{1001: 1, 1005: 0, 1002: 2, 1004: 0, 1006: 1, 1003: 2}","{1006: 0, 1002: 1, 1001: 2, 1004: 2, 1005: 1, 1003: 0}","{1001: 0, 1003: 2, 1004: 1, 1002: 0, 1005: 2, 1006: 2}","{1002: 1, 1004: 2, 1003: 0, 1005: 1, 1006: 1, 1001: 2}","{1005: 0, 1003: 2, 1006: 1, 1004: 0, 1002: 0, 1001: 0}","{1003: 2, 1005: 0, 1002: 1, 1004: 0, 1006: 1, 1001: 2}","{1004: 2, 1002: 1, 1003: 0, 1005: 0, 1001: 2, 1006: 2}","{1005: 1, 1001: 0, 1003: 2, 1002: 0, 1004: 1, 1006: 0}","{1004: 1, 1002: 2, 1005: 0, 1006: 2, 1003: 1, 1001: 0}"
